,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
7051,20140512T000000,647000.0,4,2.5,3040,6887,2.0,0,0,3,8,1999,0,98074,47.6073,-122.015,2790,7196
7052,20140827T000000,780000.0,4,2.75,3640,231739,1.5,0,0,3,10,1999,0,98027,47.5078,-122.018,2670,91040
7053,20141114T000000,517500.0,3,2.5,1810,4332,2.0,0,0,3,8,1992,0,98029,47.5776,-121.996,1740,4332
7054,20140618T000000,295000.0,3,2.0,1380,8682,1.0,0,0,4,7,1966,0,98148,47.4238,-122.322,1410,10594
7055,20141204T000000,560000.0,4,1.5,1810,3400,2.0,0,0,3,8,1926,0,98112,47.6264,-122.302,1770,3600
7056,20141105T000000,319450.0,5,2.0,2250,5472,1.5,0,0,5,7,1930,0,98002,47.3065,-122.219,1540,5472
7057,20141212T000000,1500000.0,4,3.25,3860,7199,2.0,0,1,3,9,2005,0,98115,47.6855,-122.269,2940,9600
7058,20140919T000000,340000.0,4,3.0,2380,20277,1.0,0,0,3,8,1999,0,98023,47.3046,-122.392,2370,15440
7059,20140815T000000,249950.0,3,1.0,1370,11658,1.0,0,0,4,6,1958,0,98058,47.4576,-122.182,1080,9198
7060,20140613T000000,499950.0,3,1.0,1830,3000,1.5,0,0,3,7,1926,0,98103,47.6619,-122.351,1510,2500
7061,20140702T000000,1038000.0,4,1.75,1440,13296,1.0,0,0,4,8,1967,0,98004,47.634,-122.204,3520,10802
7062,20150216T000000,750000.0,4,2.5,2510,17200,1.0,0,2,4,9,1977,0,98052,47.6287,-122.089,2370,14621
7063,20150323T000000,875000.0,4,2.5,3230,256132,2.0,0,0,3,9,2006,0,98053,47.6544,-121.998,3080,217800
7064,20150414T000000,678000.0,3,1.75,1670,7210,1.0,0,0,5,8,1967,0,98008,47.6344,-122.116,2200,7210
7065,20140729T000000,360000.0,2,1.0,780,4200,1.0,0,0,3,6,1920,0,98118,47.5381,-122.267,1620,6000
7066,20140923T000000,354900.0,3,1.0,1720,16552,1.0,0,0,4,7,1971,0,98059,47.4772,-122.153,1550,15457
7067,20140827T000000,632000.0,5,2.5,2260,10087,1.0,0,0,3,8,1967,0,98008,47.5982,-122.128,2500,9440
7068,20141218T000000,350000.0,3,1.75,1480,9375,1.0,0,0,4,7,1957,0,98146,47.5076,-122.366,1370,9000
7069,20140730T000000,990000.0,3,4.0,2550,3900,2.0,0,2,3,8,1940,2003,98199,47.6415,-122.392,2340,6400
7070,20150105T000000,1650000.0,4,3.25,3920,881654,3.0,0,3,3,11,2002,0,98024,47.5385,-121.896,2970,112384
7071,20140707T000000,481000.0,4,2.5,2286,8269,2.0,0,0,3,8,2002,0,98056,47.5174,-122.194,2110,4711
7072,20140624T000000,485000.0,3,2.5,1500,5412,1.0,0,0,5,7,1920,0,98136,47.5499,-122.394,1090,5412
7073,20150413T000000,477000.0,3,2.5,1740,4960,2.0,0,0,3,8,1992,0,98029,47.5772,-121.998,1740,5021
7074,20140729T000000,560000.0,5,2.5,2880,9000,1.0,0,0,5,8,1966,0,98006,47.5456,-122.179,2010,9000
7075,20141117T000000,600000.0,6,3.0,2600,9350,1.0,0,0,4,8,1963,0,98008,47.6198,-122.105,2090,9102
7076,20140613T000000,622500.0,5,2.75,3320,23760,2.0,0,0,4,8,1975,0,98072,47.7498,-122.146,2520,36720
7077,20150429T000000,410000.0,2,2.25,1660,2128,2.0,0,0,4,8,1974,0,98028,47.7528,-122.252,1640,2128
7078,20150402T000000,318200.0,3,2.5,1990,3644,2.0,0,0,3,7,2010,0,98038,47.3531,-122.017,2580,3800
7079,20140605T000000,289000.0,3,2.0,1680,8424,1.0,0,0,3,7,1993,0,98022,47.1969,-122.011,1990,8545
7080,20140520T000000,263000.0,3,1.75,1570,7775,2.0,0,0,3,7,1982,0,98031,47.3876,-122.216,1580,8622
7081,20140605T000000,240000.0,3,1.0,1150,4825,1.0,0,0,4,6,1957,0,98027,47.5321,-122.029,1760,7121
7082,20150407T000000,281500.0,3,1.0,1270,7500,1.0,0,0,3,7,1953,0,98146,47.4921,-122.339,1340,3000
7083,20140620T000000,587206.0,3,3.5,1890,1710,2.0,0,0,3,8,1999,0,98103,47.6592,-122.349,1680,1562
7084,20140730T000000,482000.0,2,2.25,1350,1248,2.0,0,0,3,7,2000,0,98102,47.6399,-122.32,1760,3360
7085,20150310T000000,485000.0,3,1.75,1650,9500,1.0,0,0,3,8,1967,0,98052,47.631,-122.098,1880,9375
7086,20150212T000000,309000.0,3,2.5,1450,11480,2.0,0,0,3,7,1990,0,98014,47.672,-121.864,2080,87991
7087,20140619T000000,221000.0,3,2.25,1640,7350,1.0,0,0,3,7,1984,0,98003,47.2625,-122.3,1480,8041
7088,20140513T000000,700000.0,3,2.5,2030,8398,2.0,0,0,4,9,1975,0,98008,47.6272,-122.095,2450,8104
7089,20140929T000000,411500.0,5,3.0,2420,7740,1.0,0,0,5,7,1929,1969,98106,47.536,-122.358,1840,6780
7090,20141028T000000,285000.0,4,3.5,2770,10505,2.0,0,0,3,8,1940,2015,98133,47.7412,-122.355,1760,10505
7091,20140605T000000,395000.0,4,3.0,1980,7931,1.0,0,0,4,7,1983,0,98133,47.7513,-122.334,1910,7931
7092,20140709T000000,237950.0,2,1.75,1460,7926,1.0,0,0,4,7,1987,0,98042,47.3665,-122.092,1680,8206
7093,20150310T000000,680000.0,3,2.5,1610,8064,1.0,0,2,4,7,1981,0,98033,47.6818,-122.189,2260,8328
7094,20141226T000000,199950.0,2,1.0,1010,10057,1.0,0,0,3,6,1961,0,98023,47.3286,-122.336,1040,8591
7095,20141212T000000,765000.0,4,3.5,2760,4000,2.0,0,2,3,8,1926,2014,98126,47.5687,-122.374,1690,4000
7096,20140508T000000,515000.0,2,1.0,1060,4960,1.0,0,0,3,7,1926,0,98103,47.6896,-122.331,1420,4960
7097,20140616T000000,470000.0,3,1.5,1510,8000,1.0,0,0,4,7,1956,0,98007,47.5865,-122.135,1430,8000
7098,20140820T000000,330000.0,2,1.0,880,4000,1.0,0,0,3,6,1937,0,98117,47.6931,-122.379,950,4000
7099,20150226T000000,284000.0,3,2.5,2150,9375,1.0,0,0,3,8,1968,0,98188,47.4578,-122.274,1950,9100
7100,20140912T000000,295000.0,3,2.5,1660,8125,1.0,0,0,3,7,1999,0,98148,47.4373,-122.333,1250,8125
7101,20150330T000000,555000.0,4,2.5,2160,10987,1.0,0,0,4,8,1981,2003,98074,47.6333,-122.034,1280,11617
7102,20140806T000000,350000.0,3,1.0,1370,8162,1.5,0,0,3,6,1949,0,98125,47.7263,-122.289,1560,8250
7103,20141203T000000,240000.0,3,2.25,1460,5818,1.0,0,0,3,7,1986,0,98023,47.3113,-122.358,1490,6031
7104,20150204T000000,419900.0,3,1.5,1450,7000,1.0,0,0,3,7,1955,0,98007,47.5983,-122.15,1490,7245
7105,20150430T000000,528000.0,3,2.0,1560,6300,1.0,0,0,3,7,1924,0,98126,47.5407,-122.379,1620,6300
7106,20150311T000000,481000.0,4,2.5,2480,9869,1.0,0,0,4,8,1963,0,98028,47.7612,-122.229,2230,10310
7107,20140609T000000,304700.0,2,1.0,740,5995,1.0,0,0,4,7,1949,0,98133,47.7291,-122.337,1140,5995
7108,20150204T000000,715000.0,4,2.5,2927,12171,2.0,0,0,3,10,1998,0,98075,47.5948,-121.983,2967,12166
7109,20140820T000000,738950.0,4,2.75,2260,12005,1.0,0,0,4,8,1956,1989,98005,47.6342,-122.171,1870,10800
7110,20141022T000000,215000.0,3,1.5,1240,9405,1.0,0,0,4,7,1966,0,98042,47.3727,-122.162,2260,7611
7111,20140522T000000,300000.0,6,2.0,2040,10812,1.0,0,0,4,5,1943,0,98056,47.4919,-122.181,1440,10200
7112,20140623T000000,346000.0,3,1.75,1270,8100,1.0,0,0,3,6,1950,0,98146,47.4828,-122.344,1650,8173
7113,20150327T000000,473000.0,4,3.5,4370,37193,2.0,0,3,3,8,1996,0,98022,47.241,-121.979,2860,39356
7114,20150105T000000,500000.0,3,1.75,1700,6120,1.0,0,0,3,7,1952,0,98116,47.5807,-122.397,1330,6120
7115,20140925T000000,750000.0,2,1.5,1300,7632,1.0,0,2,3,7,1943,0,98122,47.6134,-122.308,1420,1676
7116,20140520T000000,519900.0,4,2.0,1820,9350,1.0,0,0,4,8,1967,0,98052,47.6288,-122.098,2260,9299
7117,20140819T000000,378500.0,2,1.0,880,6171,1.0,0,0,4,7,1949,0,98125,47.7262,-122.285,2260,12769
7118,20140507T000000,314500.0,3,1.75,1870,12381,1.0,0,0,4,8,1957,0,98003,47.3358,-122.32,1950,12667
7119,20150429T000000,499950.0,3,1.5,1350,9315,1.0,0,0,3,7,1968,0,98052,47.6587,-122.124,1840,9920
7120,20141203T000000,1735000.0,5,3.5,4870,7700,2.5,0,3,5,10,1929,0,98144,47.5832,-122.29,3220,7700
7121,20150422T000000,630000.0,3,2.5,2460,38794,2.0,0,0,3,9,1999,0,98077,47.7602,-122.022,2470,51400
7122,20140623T000000,360000.0,4,1.5,1720,6417,1.0,0,0,3,7,1953,0,98125,47.7268,-122.311,1430,6240
7123,20140526T000000,460000.0,2,1.5,2730,19877,1.0,0,0,4,8,1976,0,98019,47.7698,-121.898,1450,19509
7124,20140522T000000,361000.0,3,1.0,1100,4046,1.5,0,4,4,6,1922,0,98198,47.344,-122.331,2550,7847
7125,20140710T000000,713400.0,3,2.25,1810,9845,1.0,0,0,4,8,1959,1991,98040,47.5505,-122.221,1900,10083
7126,20141028T000000,445000.0,2,1.0,930,3150,1.0,0,0,5,6,1918,0,98115,47.6783,-122.298,1900,5000
7127,20140514T000000,305000.0,4,1.5,1590,131551,1.0,0,3,4,7,1966,0,98022,47.2558,-122.024,2280,108028
7128,20150304T000000,1430000.0,3,2.75,2710,9204,1.5,0,4,3,9,1975,0,98177,47.7039,-122.385,2960,10080
7129,20150424T000000,222000.0,3,1.0,1460,8400,1.0,0,0,4,6,1962,0,98023,47.3086,-122.365,1060,8563
7130,20150216T000000,510000.0,5,3.25,3400,4499,2.0,0,0,3,8,2005,0,98065,47.5385,-121.88,3400,6163
7131,20140604T000000,500000.0,5,3.0,2920,11440,2.0,0,0,3,8,2003,0,98133,47.7607,-122.354,1720,9348
7132,20140516T000000,605000.0,2,1.0,910,3600,1.0,0,0,4,7,1909,0,98119,47.6341,-122.361,1720,3600
7133,20140820T000000,393000.0,3,2.0,1320,10720,2.0,0,0,3,8,1981,0,98074,47.6203,-122.037,1910,13639
7134,20140625T000000,725000.0,4,2.5,2490,5170,2.0,0,0,4,9,2000,0,98052,47.6836,-122.162,2490,5170
7135,20140707T000000,320000.0,3,1.75,2220,11646,1.0,0,0,3,7,1950,0,98028,47.7762,-122.27,1490,10003
7136,20140612T000000,210000.0,4,1.5,1130,7840,1.0,0,0,4,7,1970,0,98023,47.2986,-122.377,1690,7840
7137,20140729T000000,419900.0,4,2.5,2750,5767,2.0,0,0,3,9,2005,0,98038,47.3595,-122.038,2800,5376
7138,20150302T000000,410000.0,4,2.5,2240,4447,2.0,0,0,3,7,2006,0,98059,47.4868,-122.159,2000,3800
7139,20141216T000000,721000.0,3,2.25,2680,10440,1.0,0,1,3,8,1963,0,98116,47.561,-122.398,2140,7560
7140,20140714T000000,605000.0,2,2.0,1270,5500,1.5,0,0,4,8,1921,0,98122,47.6121,-122.294,1870,4400
7141,20141203T000000,738000.0,3,1.75,1520,5500,1.5,0,0,5,7,1936,0,98116,47.5839,-122.383,2310,5500
7142,20150402T000000,725000.0,6,3.0,2480,12000,2.0,0,0,3,8,1972,0,98007,47.6131,-122.145,2220,8580
7143,20140819T000000,255000.0,2,1.0,960,20954,1.0,0,0,3,7,1977,0,98045,47.4485,-121.774,1240,9752
7144,20150320T000000,303000.0,3,2.25,1340,873,3.0,0,0,3,8,2009,0,98133,47.7325,-122.343,1340,1186
7145,20140723T000000,394950.0,3,2.5,1090,7700,1.0,0,0,4,7,1957,0,98008,47.607,-122.12,1740,7700
7146,20140902T000000,530000.0,4,3.0,2240,5580,2.0,0,0,5,7,1949,0,98118,47.5598,-122.27,1530,4800
7147,20140513T000000,475000.0,4,2.5,3740,8700,1.0,0,0,3,10,2004,0,98058,47.4587,-122.117,2650,6333
7148,20140617T000000,250000.0,4,2.5,1800,8100,2.0,0,0,3,7,1998,0,98038,47.3611,-122.047,1590,8100
7149,20141208T000000,180000.0,3,1.0,780,3540,1.0,0,0,2,6,1920,0,98118,47.565,-122.291,1260,3540
7150,20140804T000000,443500.0,2,1.0,1330,4140,1.0,0,0,4,7,1919,1940,98115,47.6802,-122.306,1410,5100
7151,20140703T000000,390000.0,4,2.0,1900,76877,1.0,0,0,3,8,2004,0,98042,47.3491,-122.113,1740,34848
7152,20150220T000000,430000.0,4,1.75,1570,7650,1.0,0,0,3,7,1975,0,98052,47.6801,-122.106,1580,7650
7153,20150225T000000,460000.0,5,4.5,3100,7260,2.0,0,0,3,8,1963,2000,98059,47.5004,-122.162,1650,7700
7154,20150312T000000,660000.0,3,3.5,2740,3785,2.0,0,0,3,9,2001,0,98034,47.7195,-122.182,2060,3457
7155,20140729T000000,515000.0,3,1.75,1570,10939,1.0,0,0,3,8,1974,0,98052,47.6389,-122.102,1760,10200
7156,20150421T000000,482500.0,3,2.0,1330,6490,1.0,0,0,4,7,1954,0,98125,47.7181,-122.308,1580,7202
7157,20140602T000000,305000.0,2,1.5,1140,2980,2.0,0,0,3,7,1988,0,98029,47.5707,-122.018,1150,2981
7158,20140603T000000,835000.0,4,2.75,1550,4000,1.5,0,0,3,9,1930,0,98105,47.6596,-122.28,2120,4000
7159,20141204T000000,237000.0,3,2.0,1290,7952,1.0,0,0,3,7,1998,0,98030,47.3867,-122.19,1670,7280
7160,20141126T000000,445000.0,2,1.5,1510,2001,2.0,0,0,4,8,1985,0,98007,47.6211,-122.153,1510,2055
7161,20150406T000000,710000.0,4,2.5,2720,8000,1.0,0,0,4,7,1955,0,98136,47.5237,-122.391,1790,8000
7162,20140821T000000,180000.0,3,1.0,840,5700,1.0,0,0,4,5,1945,0,98038,47.3948,-122.028,1430,12600
7163,20141023T000000,280017.0,3,2.5,1850,8770,2.0,0,0,3,8,1996,0,98022,47.2091,-122.009,2350,8606
7164,20140630T000000,436500.0,4,2.5,2290,11173,2.0,0,0,4,8,1988,0,98058,47.4314,-122.164,2290,10404
7165,20140515T000000,1255000.0,4,2.5,3200,7535,2.0,0,0,3,9,2006,0,98105,47.666,-122.276,1650,6850
7166,20141218T000000,420000.0,3,2.25,1800,9800,1.0,0,0,4,7,1959,0,98028,47.7393,-122.244,1680,9545
7167,20140719T000000,205000.0,3,1.0,860,7467,1.0,0,0,3,6,1944,0,98178,47.4947,-122.237,1280,7467
7168,20140902T000000,570000.0,3,1.5,1980,10203,1.0,0,0,4,7,1946,0,98010,47.3402,-122.046,1980,13664
7169,20140711T000000,565000.0,4,1.75,2140,7102,1.0,0,0,4,7,1948,0,98177,47.7042,-122.37,1950,7102
7170,20141211T000000,287000.0,2,2.5,2410,7500,1.0,0,0,3,7,1978,0,98023,47.3078,-122.374,1840,8800
7171,20140923T000000,260000.0,4,1.75,1650,7276,1.0,0,0,3,7,1977,0,98011,47.7721,-122.206,1840,8550
7172,20150206T000000,470000.0,4,1.75,1650,7276,1.0,0,0,3,7,1977,0,98011,47.7721,-122.206,1840,8550
7173,20140905T000000,700000.0,3,2.5,2410,9916,2.0,0,0,4,10,1989,0,98052,47.6911,-122.103,2310,8212
7174,20150225T000000,249000.0,3,1.75,1520,7500,1.0,0,0,3,8,1985,0,98092,47.2646,-122.219,2180,7506
7175,20140609T000000,568000.0,3,1.75,2050,3520,1.0,0,0,4,7,1977,0,98136,47.5536,-122.399,2050,16083
7176,20140606T000000,500000.0,4,1.0,1720,4011,1.5,0,0,4,7,1904,0,98107,47.6719,-122.396,1580,3784
7177,20141126T000000,358000.0,5,2.5,2390,8775,1.0,0,0,4,7,1980,0,98058,47.4639,-122.17,1800,8000
7178,20140528T000000,225000.0,3,2.5,1680,6755,2.0,0,0,3,8,1994,0,98092,47.3293,-122.17,1860,7257
7179,20150226T000000,275500.0,3,1.0,1060,7246,1.0,0,0,4,6,1981,0,98056,47.4936,-122.165,1090,6694
7180,20150202T000000,495000.0,3,2.5,1860,3150,2.0,0,0,3,8,2001,0,98034,47.719,-122.182,2050,3375
7181,20150326T000000,758800.0,5,2.25,1750,5000,1.0,0,0,3,8,1940,0,98105,47.6589,-122.276,2580,5000
7182,20150403T000000,280000.0,3,1.75,1480,8165,1.0,0,0,4,7,1985,0,98042,47.3624,-122.079,1450,7939
7183,20150225T000000,380500.0,3,2.5,1900,7361,2.0,0,0,3,8,1994,0,98055,47.4324,-122.191,2100,7361
7184,20140507T000000,3200000.0,7,4.5,6210,8856,2.5,0,2,5,11,1910,0,98109,47.6307,-122.354,2940,5400
7185,20140617T000000,260000.0,3,1.75,1440,12888,1.0,0,2,3,7,1958,0,98168,47.471,-122.262,1710,12888
7186,20140805T000000,630000.0,4,2.5,1910,1502,3.0,0,0,3,8,2014,0,98107,47.6747,-122.393,1520,3888
7187,20140820T000000,875000.0,3,2.0,2010,4000,1.0,0,0,5,7,1915,0,98103,47.6638,-122.329,1770,4000
7188,20150403T000000,457500.0,3,1.0,960,4600,1.5,0,0,4,6,1927,0,98118,47.5553,-122.286,1380,5175
7189,20141119T000000,900000.0,2,1.0,1240,5500,1.0,0,0,3,7,1954,0,98102,47.6461,-122.317,2080,4400
7190,20141028T000000,235000.0,2,2.0,870,6450,1.0,0,0,4,6,1954,0,98118,47.5354,-122.278,1640,5775
7191,20140627T000000,410000.0,3,2.0,1400,45738,2.0,0,0,4,8,1981,0,98070,47.3624,-122.455,2390,56628
7192,20140827T000000,355000.0,3,3.0,1850,9600,1.0,0,0,3,7,1981,0,98028,47.7717,-122.25,1970,10000
7193,20140606T000000,1300000.0,4,4.0,4270,6002,2.0,0,3,3,10,2004,0,98029,47.5443,-121.994,4280,5942
7194,20140929T000000,467500.0,3,1.75,2260,8512,1.0,0,0,3,7,1948,0,98125,47.7129,-122.304,2240,8040
7195,20141125T000000,500000.0,4,4.5,2690,7350,1.5,0,0,5,7,1949,0,98125,47.7062,-122.311,1660,9000
7196,20150416T000000,995000.0,4,3.5,2780,9550,2.0,0,4,5,10,1978,0,98166,47.454,-122.373,2724,10634
7197,20140827T000000,277000.0,3,1.0,1140,8144,1.0,0,0,3,7,1956,0,98155,47.7464,-122.317,1150,8144
7198,20141217T000000,630000.0,4,2.25,2900,9680,2.0,0,0,3,7,1947,0,98125,47.7037,-122.308,1850,7540
7199,20141121T000000,628000.0,5,2.75,2830,11795,1.0,0,0,4,7,1960,0,98008,47.5828,-122.118,2460,10880
7200,20140814T000000,655000.0,5,2.5,2560,46786,2.0,0,0,3,8,1995,0,98019,47.7125,-121.915,2430,46929
7201,20150122T000000,170000.0,2,1.0,1240,9900,1.0,0,0,3,7,1950,0,98168,47.4862,-122.326,1050,9375
7202,20141217T000000,352500.0,4,2.5,2100,10750,1.0,0,2,4,8,1967,0,98023,47.3338,-122.337,2310,10425
7203,20150219T000000,615000.0,4,2.75,3120,34040,2.0,0,0,3,9,1997,0,98010,47.3431,-122.03,2420,25201
7204,20140610T000000,165000.0,3,1.0,970,6600,1.0,0,0,3,7,1965,0,98168,47.4836,-122.332,1200,6600
7205,20140923T000000,243500.0,4,2.5,2300,15188,2.0,0,0,4,7,1966,0,98042,47.3683,-122.164,1820,10125
7206,20140806T000000,304000.0,2,1.5,950,676,2.0,0,0,3,7,2003,0,98144,47.6005,-122.306,950,1280
7207,20141016T000000,369000.0,3,1.5,2110,5195,1.0,0,0,3,7,1959,0,98118,47.5283,-122.286,1950,5195
7208,20141007T000000,779950.0,4,2.75,2990,4298,2.0,0,0,3,9,2014,0,98052,47.7101,-122.108,2990,4837
7209,20140702T000000,605000.0,4,2.25,2940,48788,1.0,0,0,5,7,1961,0,98028,47.7422,-122.245,2470,14900
7210,20141223T000000,292500.0,4,2.5,1860,8709,2.0,0,0,3,8,1994,0,98092,47.3289,-122.17,1990,6825
7211,20150323T000000,500007.0,2,1.75,1820,6050,1.0,0,0,3,7,1950,0,98115,47.6928,-122.323,1730,6050
7212,20150429T000000,449999.0,4,2.5,1950,4947,2.0,0,0,3,8,2000,0,98056,47.5042,-122.193,1760,5611
7213,20140627T000000,355000.0,4,2.5,1890,7867,2.0,0,0,3,8,1996,0,98038,47.3788,-122.031,2250,7867
7214,20141125T000000,258000.0,4,3.0,2710,7199,1.0,0,0,4,7,1967,0,98030,47.3789,-122.213,2070,9271
7215,20140619T000000,380000.0,4,2.25,2150,20181,1.0,0,0,3,7,1963,0,98028,47.7627,-122.245,2150,10480
7216,20140708T000000,650000.0,4,3.0,3720,57499,1.0,0,0,3,9,2003,0,98014,47.6469,-121.897,2560,26372
7217,20150514T000000,456500.0,4,2.5,2580,11780,2.0,0,0,3,9,2003,0,98038,47.3658,-122.04,2410,8403
7218,20140825T000000,259950.0,4,2.0,1540,10212,1.5,0,0,5,7,1948,0,98022,47.2056,-121.999,1480,10212
7219,20140702T000000,123000.0,2,1.0,1050,6600,1.5,0,0,3,6,1964,0,98168,47.4828,-122.324,1330,6600
7220,20140730T000000,520000.0,3,2.25,1210,1250,3.0,0,0,3,8,2014,0,98107,47.6722,-122.384,1780,5000
7221,20150416T000000,506000.0,4,2.25,2040,12000,1.0,0,0,4,7,1963,0,98028,47.7362,-122.241,1930,12000
7222,20140730T000000,425000.0,3,1.0,980,4800,1.5,0,0,3,7,1926,0,98118,47.5663,-122.274,2030,7200
7223,20141205T000000,438000.0,5,2.5,1990,6840,2.0,0,0,4,7,1974,0,98034,47.7162,-122.166,1990,7150
7224,20150129T000000,1490000.0,4,2.5,2420,18480,1.0,0,0,4,9,1967,0,98004,47.6214,-122.227,3330,19910
7225,20140616T000000,375000.0,4,2.0,1240,3000,1.0,0,0,3,7,1908,0,98122,47.6076,-122.298,1480,3500
7226,20150429T000000,337500.0,3,2.25,1530,6600,1.0,0,0,4,7,1968,0,98055,47.462,-122.188,1500,7700
7227,20140930T000000,300000.0,4,2.25,2080,7700,1.0,0,0,3,7,1968,0,98058,47.4349,-122.17,1900,7980
7228,20140728T000000,627000.0,5,3.25,3570,5425,2.0,0,0,3,7,2005,0,98075,47.5933,-122.007,2690,5347
7229,20141022T000000,1400000.0,5,4.25,4230,6907,2.0,0,0,3,10,2008,0,98033,47.6866,-122.205,2650,8076
7230,20150512T000000,674725.0,4,2.5,2700,10160,2.0,0,0,3,9,1988,0,98029,47.5685,-122.012,2760,9219
7231,20140618T000000,325000.0,3,2.75,2200,7000,1.0,0,0,4,7,1977,0,98058,47.4574,-122.169,1670,7000
7232,20150402T000000,230000.0,5,2.0,1210,12538,2.0,0,0,3,7,1982,0,98023,47.2848,-122.361,1510,7700
7233,20140729T000000,485000.0,5,1.75,2140,43124,1.0,0,2,4,7,1962,0,98027,47.5516,-122.085,2520,14677
7234,20140923T000000,315000.0,4,2.5,2740,8400,1.5,0,2,3,8,1993,0,98022,47.1947,-122.008,2030,8638
7235,20150403T000000,560000.0,3,2.75,1370,1193,3.0,0,0,3,8,2003,0,98107,47.67,-122.392,1320,1180
7236,20140812T000000,444000.0,4,3.0,2800,7198,2.0,0,0,3,8,2002,0,98038,47.3538,-122.013,3610,7845
7237,20150507T000000,325000.0,3,1.5,1060,7488,1.0,0,0,5,7,1977,0,98106,47.5549,-122.356,1300,6780
7238,20140916T000000,118125.0,2,1.0,790,7153,1.0,0,0,4,6,1944,0,98168,47.4869,-122.324,810,7128
7239,20150114T000000,212000.0,2,1.0,790,7153,1.0,0,0,4,6,1944,0,98168,47.4869,-122.324,810,7128
7240,20150309T000000,428900.0,4,2.5,2820,5056,2.0,0,0,3,9,2006,0,98038,47.3591,-122.038,2820,5150
7241,20150123T000000,510000.0,3,2.0,1850,9600,1.0,0,0,3,7,1968,1998,98011,47.7671,-122.225,1770,9600
7242,20140523T000000,416000.0,3,1.5,1110,9762,1.0,0,0,4,7,1963,0,98052,47.676,-122.15,1900,9720
7243,20141009T000000,950000.0,4,3.0,3230,438213,2.0,0,0,3,9,1999,0,98070,47.4141,-122.47,1600,144619
7244,20150227T000000,204000.0,3,1.5,1460,7140,1.0,0,0,4,7,1980,0,98031,47.3954,-122.191,1400,8572
7245,20141013T000000,7700000.0,6,8.0,12050,27600,2.5,0,3,4,13,1910,1987,98102,47.6298,-122.323,3940,8800
7246,20141007T000000,878000.0,4,2.5,3480,13421,2.0,0,0,3,11,1995,0,98027,47.5504,-122.097,3290,9642
7247,20140826T000000,1045000.0,4,3.0,3560,4000,3.0,0,2,3,9,1996,0,98112,47.6265,-122.3,1190,4000
7248,20150130T000000,350000.0,2,1.0,840,5551,1.0,0,0,3,6,1952,0,98118,47.5354,-122.28,1270,4652
7249,20140610T000000,659500.0,3,1.75,1820,5500,1.0,0,0,4,8,1957,0,98115,47.6737,-122.283,2330,6050
7250,20150313T000000,395000.0,3,2.5,1630,15200,1.0,0,0,3,7,1988,0,98072,47.7454,-122.103,2050,15200
7251,20140708T000000,308950.0,4,2.5,1920,8562,2.0,0,2,4,7,1994,0,98022,47.1932,-122.008,1820,8628
7252,20150501T000000,410000.0,3,2.0,1750,2550,1.0,0,0,3,7,1955,0,98133,47.7329,-122.343,1370,1533
7253,20141016T000000,710000.0,4,3.0,2750,7500,1.0,0,0,5,8,1966,0,98177,47.7134,-122.361,2440,7500
7254,20150428T000000,175000.0,1,1.0,620,8685,1.0,0,0,4,5,1976,0,98198,47.4095,-122.29,1300,12150
7255,20150327T000000,508800.0,3,2.0,1720,10098,1.0,0,0,4,8,1981,0,98074,47.6231,-122.043,1840,10098
7256,20141009T000000,606400.0,3,3.0,1800,5000,1.5,0,2,3,8,1929,0,98119,47.6475,-122.371,1670,5000
7257,20140528T000000,245100.0,3,1.75,1300,7958,1.0,0,0,3,7,1996,0,98092,47.3162,-122.194,1640,8698
7258,20150501T000000,540000.0,3,2.5,1970,14876,1.0,0,0,3,7,1981,0,98146,47.5031,-122.372,2030,8008
7259,20150507T000000,415000.0,3,1.5,1740,9046,1.0,0,0,3,7,1956,0,98028,47.7402,-122.255,1830,9513
7260,20150105T000000,469500.0,4,2.75,1930,13041,1.0,0,0,4,8,1980,0,98072,47.7502,-122.085,1880,10234
7261,20141106T000000,195000.0,3,1.75,1190,14777,1.0,0,0,4,7,1965,0,98023,47.2933,-122.377,2240,8325
7262,20141006T000000,1615000.0,4,3.25,4250,12281,2.0,0,4,3,12,1996,0,98006,47.5507,-122.113,4940,12941
7263,20141013T000000,1450000.0,4,3.5,4360,24603,2.0,0,0,3,12,1998,0,98074,47.6035,-122.005,4770,27521
7264,20141030T000000,1200000.0,3,2.5,3420,16622,1.0,0,4,3,10,1991,0,98006,47.5638,-122.105,3460,14566
7265,20140709T000000,1065000.0,4,3.75,4260,9800,2.0,0,0,3,10,2008,0,98033,47.6739,-122.172,1950,8970
7266,20150507T000000,555500.0,2,1.0,920,10000,1.0,0,0,4,7,1981,0,98033,47.6938,-122.21,1340,10000
7267,20150512T000000,440000.0,3,1.0,1040,4000,1.0,0,0,3,7,1950,0,98122,47.6178,-122.292,1170,4000
7268,20150423T000000,485000.0,3,1.0,1260,7250,1.0,0,2,3,7,1940,0,98115,47.6947,-122.311,1540,7250
7269,20140531T000000,693000.0,3,2.5,2460,12028,2.0,0,0,3,9,1996,0,98052,47.691,-122.095,2540,12229
7270,20140724T000000,295000.0,3,1.0,830,3386,1.0,0,0,3,6,1942,1989,98133,47.7027,-122.355,1300,3844
7271,20150330T000000,700000.0,3,2.5,2060,10650,1.0,0,0,5,8,1976,0,98006,47.5627,-122.137,2690,8850
